Ingredient code,Ingredient description,ingredient_clean,taxon.food.description,taxon_clean,Similarity,Level.code,match,correct_code
11549,"Tomato products, canned, sauce",sauce product tomato canned,Tomato sauces,sauce tomato,0.712,744,,
11557,"Tomato products, canned, sauce, with onions, green peppers, and celery",green onion sauce pepper canned product tomato celery,Green peppers and onions,pepper green onion,0.645,75307,n,74504
11564,"Turnips, raw",turnip raw,Turnip,turnip,0.927,75234,,
11565,"Turnips, cooked, boiled, drained, without salt",boiled drained without turnip salt cooked,Turnip,turnip,0.538,75234,,
11567,"Turnips, frozen, cooked, boiled, drained, without salt",boiled drained without turnip salt cooked frozen,Turnip,turnip,0.498,75234,,
11569,"Turnip greens, cooked, boiled, drained, without salt",boiled drained without turnip salt cooked green,Turnip greens,green turnip,0.619,72128,,
11575,"Turnip greens, frozen, cooked, boiled, drained, without salt",boiled drained without turnip salt cooked green frozen,Turnip greens,green turnip,0.589,72128,,
11577,"Turnip greens and turnips, frozen, cooked, boiled, drained, without salt",boiled drained without turnip salt cooked green frozen,Turnip greens,green turnip,0.589,72128,,
11578,"Vegetable juice cocktail, canned",canned cocktail juice vegetable,Cocktails,cocktail,0.679,933,n,7513
11581,"Vegetables, mixed, canned, drained solids",drained mixed canned solid vegetable,Mixed vegetables,mixed vegetable,0.716,75311,,
11584,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",boiled drained vegetable without mixed salt cooked frozen,Mixed vegetables,mixed vegetable,0.62,75311,,
11588,"Waterchestnuts, chinese, (matai), raw",matai chinese raw waterchestnuts,Chestnuts,chestnut,0.614,42105,n,75235
11590,"Waterchestnuts, chinese, canned, solids and liquids",chinese liquid canned waterchestnuts solid,Chestnuts,chestnut,0.55,42105,n,75235
11591,"Watercress, raw",watercress raw,Watercress,watercress,0.949,72130,,
11594,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",waxgourd melon chinese boiled drained preserving without salt cooked,White potato skins fried with or without cheese,skin white without potato fried cheese,0.352,71410,n,75240
11602,"Yam, cooked, boiled, drained, or baked, without salt",boiled drained yam without baked salt cooked,White potatoes baked and boiled,potato boiled baked white,0.52,711,n,7194
11603,"Yambean (jicama), raw",yambean jicama raw,Lamb NFS,lamb,0.318,230,n,75102
11609,"Beets, pickled, canned, solids and liquids",pickled liquid canned solid beet,Beef pickled,beef pickled,0.572,21002,n,75208
11641,"Squash, summer, all varieties, raw",all raw variety squash summer,Squash,squash,0.564,75233,n,73312
11642,"Squash, summer, all varieties, cooked, boiled, drained, without salt",boiled drained cooked all without variety squash salt summer,Squash,squash,0.432,75233,n,73313
11643,"Squash, winter, all varieties, raw",all winter raw variety squash,Squash winter raw,raw winter squash,0.795,73302,,
11644,"Squash, winter, all varieties, cooked, baked, without salt",all winter without variety baked squash salt cooked,Squash winter baked,winter baked squash,0.72,73303,,
11655,"Carrot juice, canned",canned juice carrot,Carrot juice,juice carrot,0.88,73105,,
11657,"Potatoes, mashed, home-prepared, whole milk added",added prepared mashed milk potato home whole,White potato mashed,potato mashed white,0.591,71501,,
11663,"Seaweed, agar, dried",seaweed agar dried,Seaweed,seaweed,0.747,75232,,
11667,"Seaweed, spirulina, dried",seaweed spirulina dried,Seaweed,seaweed,0.566,75232,,
11669,"Seaweed, wakame, raw",seaweed wakame raw,Seaweed,seaweed,0.663,75232,,
11670,"Peppers, hot chili, green, raw",raw chili pepper hot green,Green peppers and onions,pepper green onion,0.646,75307,n,75241
11674,"Potatoes, baked, flesh and skin, without salt",flesh skin without baked salt potato,White potato skins fried with or without cheese,skin white without potato fried cheese,0.64,71410,n,71101
11724,"Beans, snap, yellow, cooked, boiled, drained, without salt",boiled drained snap without bean salt cooked yellow,Beans string yellow,string bean yellow,0.477,41109,,
11729,"Beans, snap, green, canned, no salt added, drained solids",drained snap added bean salt canned green solid,White beans canned,bean canned white,0.465,411012,n,41109
11732,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",boiled drained snap without bean salt cooked yellow frozen,Beans string yellow,string bean yellow,0.453,41109,,
11735,"Beets, canned, no salt added, solids and liquids",added salt canned liquid solid beet,Agave liquid,liquid agave,0.444,91109,n,75405
11758,"Carrots, canned, no salt added, solids and liquids",carrot added salt canned liquid solid,Carrots canned,canned carrot,0.598,73103,,
11771,"Corn, sweet, yellow, canned, no salt added, solids and liquids",solid corn added sweet canned salt liquid yellow,Sweet potato canned,potato sweet canned,0.414,73407,n,75411
11812,"Peas, green, canned, no salt added, solids and liquids",pea added salt canned liquid green solid,Peas green,pea green,0.441,75224,n,4132
11819,"Peppers, hot chili, red, raw",red raw chili pepper hot,Peppers,pepper,0.68,75226,n,75241
11820,"Peppers, hot chili, red, canned, excluding seeds, solids and liquids",solid red seed chili pepper canned liquid hot excluding,Fruits excluding berries,fruit excluding berry,0.481,631,n,75241
11821,"Peppers, sweet, red, raw",raw sweet pepper red,Peppers,pepper,0.758,75226,n,75111
11823,"Peppers, sweet, red, cooked, boiled, drained, without salt",boiled red drained without sweet pepper salt cooked,Sweet potato boiled,potato sweet boiled,0.505,73405,n,75111
11833,"Potatoes, boiled, cooked without skin, flesh, with salt",boiled cooked flesh skin without salt potato,White potato skins fried with or without cheese,skin white without potato fried cheese,0.616,71410,n,71103
11885,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",red ripe added canned juice salt packed tomato,Tomato juices,tomato juice,0.572,743,n,74204
11886,"Tomato juice, canned, without salt added",without added salt canned juice tomato,Tomato juices,tomato juice,0.651,743,,
11888,"Tomato products, canned, puree, with salt added",puree added salt canned product tomato,Grain Product,product grain,0.506,5,n,74403
11901,"Corn, sweet, white, cooked, boiled, drained, without salt",boiled drained corn white without sweet salt cooked,White potatoes boiled,potato boiled white,0.517,71103,n,75411
11905,"Corn, sweet, white, canned, whole kernel, drained solids",drained corn white sweet kernel canned solid whole,White beans canned,bean canned white,0.531,411012,n,75411
11906,"Corn, sweet, white, canned, cream style, regular pack",style cream pack corn white sweet canned regular,White beans canned,bean canned white,0.479,411012,n,75411
11911,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, without salt",boiled drained cut corn white without sweet kernel salt off cob frozen,White potato skins fried with or without cheese,skin white without potato fried cheese,0.445,71410,n,75411
11917,"Peppers, sweet, red, frozen, chopped, unprepared",red sweet pepper unprepared chopped frozen,Peppers,pepper,0.631,75226,n,75111
11932,"Beans, snap, yellow, canned, regular pack, drained solids",solid drained pack snap bean canned yellow regular,Beans string yellow,string bean yellow,0.461,41109,,
11935,Catsup,catsup,Tomato catsup,catsup tomato,0.812,74401,,
11937,"Pickles, cucumber, dill or kosher dill",pickle cucumber kosher dill,Corn or cucumber,cucumber corn,0.588,75216,n,7550
11940,"Pickles, cucumber, sweet (includes bread and butter pickles)",cucumber bread pickle sweet includes butter,Cucumber salad,salad cucumber,0.565,75142,n,7550
11941,"Pickles, cucumber, sour",pickle cucumber sour,Corn or cucumber,cucumber corn,0.718,75216,n,7550
11943,"Pimento, canned",pimento canned,Cheese pimento,pimento cheese,0.75,14411,n,7551
11945,"Pickle relish, sweet",pickle sweet relish,Olives pickles relishes excluding tomatoes,pickle olive relish tomato excluding,0.562,755,n,7552
11946,"Pickles, cucumber, sour, low sodium",cucumber pickle sodium low sour,Corn or cucumber,cucumber corn,0.63,75216,n,7550
11948,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",cucumber bread pickle sodium sweet low includes butter,Cucumber salad,salad cucumber,0.537,75142,n,75500
11949,"Catsup, low sodium",catsup low sodium,Tomato catsup,catsup tomato,0.629,74401,,
11952,"Radicchio, raw",raw radicchio,Radicchio,radicchio,0.959,72124,,
11954,"Tomatillos, raw",tomatillo raw,Tomatoes raw,tomato raw,0.666,741,n,75242
11955,"Tomatoes, sun-dried",tomato sun dried,Tomatoes dried,tomato dried,0.874,74206,,
11957,"Fennel, bulb, raw",fennel raw bulb,Celery fennel or christophine,christophine fennel celery,0.378,75215,,
11959,"Arugula, raw",arugula raw,Regular salad dressings,salad dressing regular,0.274,831,n,72131
11962,"Peppers, hot chile, sun-dried",chile sun dried pepper hot,Peppers,pepper,0.634,75226,n,75241
11963,"Nopales, raw",nopales raw,Beers and ales,beer ale,0.278,931,n,75243
11964,"Nopales, cooked, without salt",cooked nopales salt without,White potato skins fried with or without cheese,skin white without potato fried cheese,0.353,71410,n,75243
11965,"Cauliflower, green, raw",green raw cauliflower,Cauliflower,cauliflower,0.886,75214,,
11967,"Cauliflower, green, cooked, no salt added",added salt cooked green cauliflower,Cauliflower,cauliflower,0.761,75214,,
11969,"Broccoli, chinese, cooked",broccoli chinese cooked,Broccoli,broccoli,0.748,7220,,
11974,"Grape leaves, raw",leaf grape raw,Grapes,grape,0.736,63123,n,72134
11976,"Pepper, banana, raw",banana pepper raw,Banana,banana,0.712,62107,n,75241
11977,"Peppers, serrano, raw",serrano pepper raw,Peppers,pepper,0.701,75226,n,75241
11979,"Peppers, jalapeno, raw",pepper jalapeno raw,Celery chiles or jalapeno,jalapeno celery chile,0.642,75410,n,75241
11983,"Pickles, chowchow, with cauliflower onion mustard, sweet",onion pickle mustard chowchow sweet cauliflower,Cauliflower,cauliflower,0.581,75214,n,7553
11994,"Broccoli, chinese, raw",broccoli chinese raw,Broccoli,broccoli,0.772,7220,,
12014,"Seeds, pumpkin and squash seed kernels, dried",seed dried kernel squash pumpkin,Pumpkin,pumpkin,0.593,43101,,
12016,"Seeds, pumpkin and squash seed kernels, roasted, without salt",seed roasted without kernel squash salt pumpkin,Pumpkin,pumpkin,0.513,43101,,
12023,"Seeds, sesame seeds, whole, dried",sesame whole seed dried,Sesame seeds,sesame seed,0.794,43103,,
12029,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",seed toasted without added kernel salt sesame decorticated,Sesame seeds,sesame seed,0.515,43103,,
12036,"Seeds, sunflower seed kernels, dried",sunflower kernel seed dried,Sunflower,sunflower,0.728,43102,,
12037,"Seeds, sunflower seed kernels, dry roasted, without salt",seed roasted without kernel dry salt sunflower,Sunflower,sunflower,0.626,43102,,
12061,"Nuts, almonds",nut almond,Almonds NFS,almond,0.898,42100,n,42101
12062,"Nuts, almonds, blanched",nut almond blanched,Almonds NFS,almond,0.661,42100,n,42101
12063,"Nuts, almonds, dry roasted, without salt added",roasted without added nut almond dry salt,Almonds NFS,almond,0.523,42100,n,42101
12065,"Nuts, almonds, oil roasted, without salt added",roasted oil without added nut almond salt,Almonds NFS,almond,0.53,42100,n,42101
12071,"Nuts, almond paste",nut almond paste,Almonds NFS,almond,0.765,42100,n,42101
12078,"Nuts, brazilnuts, dried, unblanched",nut dried unblanched brazilnuts,Brazil nuts,brazil nut,0.633,42102,,
12085,"Nuts, cashew nuts, dry roasted, without salt added",roasted without added nut dry cashew salt,Cashew nuts,nut cashew,0.621,42104,,
12104,"Nuts, coconut meat, raw",coconut nut meat raw,Coconuts,coconut,0.845,42106,n,63151
12109,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",meat sweetened packaged desiccated dried coconut nut flaked,Coconuts,coconut,0.427,42106,n,63151
12116,"Nuts, coconut cream, canned, sweetened",cream sweetened coconut nut canned,Pie coconut cream,coconut cream pie,0.664,53343,n,63153
12117,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",meat water grated from raw coconut nut milk liquid expressed,Coconuts,coconut,0.451,42106,n,63152
12119,"Nuts, coconut water (liquid from coconuts)",water from coconut nut liquid,Coconuts,coconut,0.662,42106,n,63154
12120,"Nuts, hazelnuts or filberts",hazelnut nut filbert,Hazelnuts,hazelnut,0.787,42107,,
12142,"Nuts, pecans",nut pecan,Pecans,pecan,0.858,42112,,
12147,"Nuts, pine nuts, dried",pine nut dried,Pine nuts,pine nut,0.751,42113,,
12152,"Nuts, pistachio nuts, dry roasted, without salt added",roasted without added nut dry salt pistachio,Pistachio nuts,nut pistachio,0.689,42114,,
12154,"Nuts, walnuts, black, dried",black nut walnut dried,Walnuts,walnut,0.782,42116,,
12155,"Nuts, walnuts, english",nut walnut english,Walnuts,walnut,0.747,42116,,
12166,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",tahini seed roasted from toasted most type kernel butter sesame common,Veal roasted,veal roasted,0.439,2321,n,43105
12167,"Nuts, chestnuts, european, roasted",nut roasted chestnut european,Chestnuts,chestnut,0.689,42105,,
12179,"Nuts, coconut meat, dried (desiccated), sweetened, shredded",meat sweetened desiccated dried coconut nut shredded,Coconuts,coconut,0.437,42106,n,63151
12201,"Seeds, sesame seed kernels, dried (decorticated)",seed dried kernel sesame decorticated,Sesame seeds,sesame seed,0.587,43103,n,43103
12220,"Seeds, flaxseed",seed flaxseed,Cottonseed or flaxseed,cottonseed flaxseed,0.831,82103,n,43104
12565,"Nuts, almonds, oil roasted, with salt added",roasted oil added nut almond salt,Almonds NFS,almond,0.602,42100,n,42101
12588,"Nuts, cashew butter, plain, with salt added",plain added nut cashew salt butter,Cashew butter,cashew butter,0.74,42201,,
12632,"Nuts, macadamia nuts, dry roasted, with salt added",macadamia roasted added nut dry salt,Macadamia nuts,nut macadamia,0.765,42109,,
12695,"Nuts, almond butter, plain, with salt added",plain added nut almond salt butter,Almond butter,almond butter,0.746,42200,,
13020,"Beef, retail cuts, separable fat, cooked",retail beef cut cooked fat separable,Beef NS cut,cut beef,0.527,21000,,
13068,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",lean beef 0 flank steak raw trimmed choice fat separable,Beef steak,steak beef,0.49,211,,
13069,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",lean beef braised 0 flank steak trimmed choice cooked fat separable,Beef steak,steak beef,0.458,211,,
13148,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",lean beef braised rib shortribs choice cooked fat separable,Beef oxtails neckbones short ribs head,oxtail beef rib neckbones short head,0.404,213,,
